index,symbol,trade_date,volume,price,volatility,spx_beta,market_cap,avg_market_size,primary_route,industry_group
141,AGGP US,2019-01-07,42378.5,18.93,4.3584,0.00210636278816,170.37,412.3967235,ARCA,
142,AGG US,2019-01-07,7633853.0,106.69,2.2528,-0.0513788978131,57697.95,4471.0691275,ARCA,
143,AGGY US,2019-01-07,64404.0,48.35,3.0656,-0.016847897253,372.29,1344.18398175,ARCA,
144,AGIO US,2019-01-07,368987.0,46.92,66.8032,1.5934954709,2729.74,155.942204,NASDAQ,Pharmaceuticals
145,AGI US,2019-01-07,2156359.0,3.79,55.1488,0.243792464338,1482.82,6208.6896325,NYSE,Mining
146,AGLE US,2019-01-07,123299.5,8.42,88.6144,1.07006383118,201.76,226.17320325,NASDAQ,Pharmaceuticals
147,AGM/A US,2019-01-07,93.5,58.11,41.7408,0.285459963521,686.61,115.99923275,NYSE,Diversified Finan Serv
148,AGMH US,2019-01-07,866.0,27.15,142.4384,0.49089946949,901.82,159.27352225,NASDAQ,Diversified Finan Serv
149,AGM US,2019-01-07,33312.0,65.21,53.4336,0.592626414155,686.61,150.14341925,NYSE,Diversified Finan Serv
150,AGNC US,2019-01-07,4971428.0,17.94,16.3264,0.316065521224,9471.05,4615.08641225,NASDAQ,REITS
151,AGND US,2019-01-07,7654.5,42.52,9.568,0.0124976510969,42.52,426.50573975,NASDAQ,
152,AGN US,2019-01-07,2669713.0,142.57,33.5744,1.0754967036,48086.86,163.99370125,NYSE,Pharmaceuticals
153,AGO US,2019-01-07,500712.5,38.77,26.0928,0.743445534574,4096.73,198.0737245,NYSE,Insurance
154,AGQ US,2019-01-07,143923.5,27.1,23.2832,0.188618513487,207.22,814.51903525,ARCA,
155,AGRO US,2019-01-07,186214.5,7.12,37.3568,0.603076627069,829.88,660.7273965,NYSE,Agriculture
156,AGR US,2019-01-07,269504.5,49.23,21.8752,0.375447931731,15212.33,153.49465325,NYSE,Electric
157,AGRX US,2019-01-07,275810.0,0.78,117.6832,0.411350625747,26.81,2089.877847,NASDAQ,Pharmaceuticals
158,AGS US,2019-01-07,238080.5,22.74,52.3456,1.07518549767,802.85,163.39104925,NYSE,Computers
159,AGTC US,2019-01-07,166710.0,2.72,94.3488,0.816992062048,49.32,370.90512225,NASDAQ,Biotechnology
160,AGT US,2019-01-07,1552.0,21.1601,31.296,0.26702241694,20.1,602.92735625,BATS,
161,AG US,2019-01-07,3024737.0,6.21,51.3984,0.393210616964,1202.66,4033.580061,NYSE,Mining
162,AGX US,2019-01-07,96228.0,39.26,39.6928,0.744947227665,611.31,143.81277675,NYSE,Engineering&Construction
163,AGYS US,2019-01-07,29203.5,14.55,61.9392,0.363828612278,342.34,231.413172,NASDAQ,Computers
164,AGZD US,2019-01-07,15586.0,47.29,7.8272,-0.0422924894389,80.39,257.8579015,NASDAQ,
165,AGZ US,2019-01-07,27295.0,112.38,2.2464,-0.0194580960711,500.09,728.3014775,ARCA,
166,AHC US,2019-01-07,40300.5,3.95,66.8736,0.202554847039,85.76,260.694361,NYSE,Media
167,AHH US,2019-01-07,215652.5,14.07,28.5312,0.507645230975,698.26,277.93290775,NYSE,REITS
168,AHL US,2019-01-07,685657.5,42.11,6.1888,0.0820000841196,2513.92,748.83286,NYSE,Insurance
169,AHPI US,2019-01-07,4791.0,1.74,84.4352,0.234910295402,6.98,754.81668325,NASDAQ,Healthcare-Products
170,AHT US,2019-01-07,640317.0,4.36,48.4736,1.07739849869,440.53,1290.6899395,NYSE,REITS
171,AIA US,2019-01-07,94038.5,55.11,15.9232,0.532495017164,958.91,391.3051205,NASDAQ,
172,AIEQ US,2019-01-07,87474.5,22.3,24.4032,0.821506192751,135.47,490.64072275,ARCA,
173,AIF US,2019-01-07,124882.5,13.89,16.7616,0.161383990342,200.91,693.3391305,NYSE,
174,AIG US,2019-01-07,5166741.5,40.18,35.5136,1.11123839684,35545.18,342.92239475,NYSE,Insurance
175,AIHS US,2019-01-07,23080.5,3.77,79.0272,0.167666714101,97.57,642.1426225,NASDAQ,Internet
176,AIIQ US,2019-01-07,938.5,21.4958,18.6112,0.0409810445776,3.22,997.379704,ARCA,
177,AIMC US,2019-01-07,478306.5,26.44,44.8,1.36662470604,1703.81,186.46511,NASDAQ,Auto Parts&Equipment
178,AIMT US,2019-01-07,428095.5,24.27,71.456,1.22323002612,1425.39,230.838088,NASDAQ,Pharmaceuticals
179,AINC US,2019-01-07,7485.0,52.0,100.6784,0.335049290112,124.32,303.87914,AMEX,Diversified Finan Serv
180,AIN US,2019-01-07,71559.5,62.46,36.7232,1.03724934886,2011.21,130.836127,NYSE,Machinery-Diversified
181,AINV US,2019-01-07,731602.0,13.33,32.0704,0.691960937192,940.1,542.06435025,NASDAQ,Investment Companies
182,AIPT US,2019-01-07,27837.0,0.648,135.264,0.623557987912,8.42,2227.765626,NASDAQ,Biotechnology
183,AIQ US,2019-01-07,5513.0,13.21,28.16,0.432494644277,32.36,171.25753275,NASDAQ,
184,AIRG US,2019-01-07,34608.5,10.27,63.904,0.403056302505,101.82,234.0553065,NASDAQ,Telecommunications
185,AIRI US,2019-01-07,75446.0,0.789,128.0,0.00686124676032,21.89,5845.27666875,AMEX,Aerospace/Defense
186,AIRR US,2019-01-07,95079.0,22.34,27.6416,0.52112059717,116.17,679.361053,NASDAQ,
187,AIRT US,2019-01-07,3506.0,26.61,127.0464,0.349957677128,54.01,351.38525275,NASDAQ,Transportation
188,AIR US,2019-01-07,239702.0,37.57,43.744,1.03570718369,1318.52,157.99136675,NYSE,Aerospace/Defense
189,AIT US,2019-01-07,129154.5,53.76,41.4912,1.17357939425,2083.45,139.4963065,NYSE,Machinery-Diversified
190,AI US,2019-01-07,520748.5,7.61,31.4368,0.778163212634,230.93,768.31879325,NYSE,Diversified Finan Serv
191,AIV US,2019-01-07,1360503.5,42.87,22.5728,0.489246573021,6672.47,239.90703175,NYSE,REITS
192,AIZ US,2019-01-07,279106.5,90.45,28.3968,0.908452654108,5612.78,141.227354,NYSE,Insurance
193,AJG US,2019-01-07,590167.0,72.32,22.0864,0.758466030822,13281.71,220.34782375,NYSE,Insurance
194,AJRD US,2019-01-07,551714.5,33.9,39.8336,1.03037185846,2654.37,195.536259,NYSE,Aerospace/Defense
195,AJX US,2019-01-07,44113.5,12.25,30.4192,0.513493792883,230.99,250.5024555,NYSE,REITS
196,AKAM US,2019-01-07,1189167.5,59.38,30.784,0.993489558326,9670.98,190.37251825,NASDAQ,Software
197,AKAO US,2019-01-07,539823.0,1.69,122.528,1.92245810376,77.94,2085.95696325,NASDAQ,Pharmaceuticals
198,AKBA US,2019-01-07,1125460.5,6.04,88.192,1.19094374052,616.78,477.8489295,NASDAQ,Pharmaceuticals
199,AKCA US,2019-01-07,160553.5,29.7,83.5712,1.01267132915,2649.56,199.98658875,NASDAQ,Pharmaceuticals
200,AKER US,2019-01-07,411697.0,1.19,138.9056,0.241396035031,14.84,1963.25180475,NASDAQ,Healthcare-Products
201,AKG US,2019-01-07,323752.5,0.7416,80.416,0.229575823784,167.46,1966.35452625,AMEX,Mining
202,AKO/A US,2019-01-07,465.0,19.27,54.0352,-0.156633340672,3319.31,190.97614075,NYSE,Beverages
203,AKO/B US,2019-01-07,5441.0,22.81,56.192,0.174541579898,3319.31,229.64592975,NYSE,Beverages
204,AKP US,2019-01-07,12568.0,13.7,8.7616,0.0056067454922,117.2,459.261991,NYSE,
205,AKR US,2019-01-07,292467.5,24.36,28.1728,0.608325858953,1986.64,212.16887125,NYSE,REITS
206,AKRX US,2019-01-07,2789061.0,3.7,82.7584,1.09924085817,464.32,1787.145395,NASDAQ,Pharmaceuticals
207,AKS US,2019-01-07,8758717.0,2.56,69.5872,1.89389866289,807.79,17336.5244993,NYSE,Iron/Steel
208,AKTS US,2019-01-07,105774.0,5.72,85.9328,0.615543834982,169.45,452.2770135,NASDAQ,Electronics
209,AKTX US,2019-01-07,34686.0,1.77,92.7552,0.00834242909778,27.98,1154.52866175,NASDAQ,Pharmaceuticals
210,ALAC US,2019-01-07,100.0,9.75,3.8656,0.00210950255662,143.23,13234.484056,NASDAQ,Holding Companies-Divers
211,ALBO US,2019-01-07,34603.5,25.39,91.552,0.373647538442,303.92,255.93869175,NASDAQ,Biotechnology
212,ALB US,2019-01-07,1185729.0,76.24,36.5184,1.07823943234,8097.14,175.35501525,NYSE,Chemicals
213,ALCO US,2019-01-07,6208.5,30.82,50.5856,-0.0183535734905,229.76,314.20009975,NASDAQ,Agriculture
214,ALDR US,2019-01-07,502671.0,11.77,63.6736,0.946779116541,804.2,199.5843355,NASDAQ,Biotechnology
215,ALD US,2019-01-07,1243.0,44.03,9.1328,0.0420184195643,17.61,170.328085,ARCA,
216,ALDX US,2019-01-07,152110.5,9.78,78.3424,1.44577716538,256.67,239.5465165,NASDAQ,Biotechnology
217,ALE US,2019-01-07,198746.5,74.5,25.8624,0.482255064211,3831.13,141.97191525,NYSE,Electric
218,ALEX US,2019-01-07,285985.0,19.42,38.1312,0.855568019756,1398.77,209.0171265,NYSE,REITS
219,ALFA US,2019-01-07,1894.5,42.9892,40.7744,0.479910852629,19.35,350.314723,BATS,
220,ALGN US,2019-01-07,847854.0,186.71,51.6416,1.41331765241,14933.88,144.567272,NASDAQ,Healthcare-Products
221,ALGR US,2019-01-07,6697.0,9.73,11.264,0.0387694125336,161.74,2191.90553,NASDAQ,Holding Companies-Divers
222,ALGT US,2019-01-07,288561.0,108.09,45.5936,0.851505054024,1747.12,151.1922915,NASDAQ,Airlines
223,ALG US,2019-01-07,39979.0,76.61,50.1376,0.740621227881,899.04,165.83117525,NYSE,Machinery-Diversified
224,ALIM US,2019-01-07,96977.0,0.87,116.5248,-0.0414623906253,60.97,3871.6781485,NASDAQ,Pharmaceuticals
225,ALJJ US,2019-01-07,15527.0,1.35,86.4768,-0.168258009722,51.34,1069.0683565,NASDAQ,Computers
226,ALKS US,2019-01-07,647349.0,30.0,48.928,1.28796843522,4661.48,163.544896,NASDAQ,Pharmaceuticals
227,ALK US,2019-01-07,1302536.5,60.0,33.4016,0.937316967741,7395.54,173.59885475,NYSE,Airlines
228,ALLE US,2019-01-07,580287.5,79.5,28.3904,0.928255288449,7556.93,150.9262625,NYSE,Electronics
229,ALLK US,2019-01-07,142907.5,47.26,106.6432,1.06350332925,1990.26,262.262849,NASDAQ,Biotechnology
230,ALLO US,2019-01-07,329558.5,26.47,80.7424,1.34744432283,3215.65,235.087852,NASDAQ,Biotechnology
231,ALLT US,2019-01-07,56578.5,6.14,36.4736,0.523008551173,206.85,218.69423625,NASDAQ,Telecommunications
232,ALL US,2019-01-07,1769767.5,82.67,23.8272,0.824664867734,28475.04,181.71140275,NYSE,Insurance
233,ALLY US,2019-01-07,2907789.0,23.42,33.6128,1.1344374468,9674.37,741.5776225,NYSE,Diversified Finan Serv
234,ALNA US,2019-01-07,19625.5,7.03,123.6736,0.747812700615,145.95,286.764887,NASDAQ,Biotechnology
235,ALNY US,2019-01-07,591096.0,75.2,60.8192,1.4069461188,7597.48,161.958705,NASDAQ,Biotechnology
236,ALOT US,2019-01-07,8884.0,18.97,87.4688,0.222370259278,131.89,440.99582625,NASDAQ,Office/Business Equip
237,ALO US,2019-01-07,295194.5,0.99,87.5776,0.0168102651166,83.86,2210.1671555,AMEX,Mining
238,ALPN US,2019-01-07,19373.5,4.67,93.3056,0.119260514839,64.69,614.51163,NASDAQ,Biotechnology
